frame_idx,elapsed_s,dropped
3215,54.483,0
3216,54.501,0
3217,54.516,0
3218,54.532,0
3219,54.547,0
3220,54.563,0
3221,54.578,0
3222,54.593,0
3223,54.609,0
3224,54.626,0
3225,54.645,0
3226,54.664,0
3227,54.681,0
3228,54.699,0
3229,54.717,0
3230,54.736,0
3231,54.753,0
3232,54.771,0
3233,54.788,0
3234,54.805,0
3235,54.822,0
3236,54.840,0
3237,54.856,0
3238,54.875,0
3239,54.895,0
3240,54.913,0
3241,54.928,0
3242,54.947,0
3243,54.966,0
3244,54.985,0
3245,55.003,0
3246,55.020,0
3247,55.037,0
3248,55.055,0
3249,55.072,0
3250,55.089,0
3251,55.105,0
3252,55.125,0
3253,55.144,0
3254,55.161,0
3255,55.178,0
3256,55.198,0
3257,55.216,0
3258,55.234,0
3259,55.252,0
3260,55.269,0
3261,55.286,0
3262,55.304,0
3263,55.320,0
3264,55.336,0
3265,55.352,0
3266,55.369,0
3267,55.387,0
3268,55.403,0
3269,55.420,0
3270,55.437,0
3271,55.455,0
3272,55.472,0
3273,55.487,0
3274,55.505,0
3275,55.522,0
3276,55.536,0
3277,55.554,0
3278,55.570,0
3279,55.585,0
3280,55.600,0
3281,55.617,0
3282,55.633,0
3283,55.648,0
3284,55.663,0
3285,55.679,0
3286,55.695,0
3287,55.712,0
3288,55.728,0
3289,55.744,0
3290,55.761,0
3291,55.778,0
3292,55.792,0
3293,55.808,0
3294,55.822,0
3295,55.837,0
3296,55.853,0
3297,55.869,0
3298,55.885,0
3299,55.900,0
3300,55.917,0
3301,55.933,0
3302,55.948,0
3303,55.964,0
3304,55.982,0
3305,56.000,0
3306,56.017,0
3307,56.033,0
3308,56.050,0
3309,56.065,0
3310,56.080,0
3311,56.096,0
3312,56.113,0
3313,56.127,0
3314,56.143,0
3315,56.158,0
3316,56.175,0
3317,56.191,0
3318,56.207,0
3319,56.223,0
3320,56.241,0
3321,56.256,0
3322,56.270,0
3323,56.285,0
3324,56.300,0
3325,56.315,0
3326,56.329,0
3327,56.345,0
3328,56.360,0
3329,56.375,0
3330,56.391,0
3331,56.408,0
3332,56.424,0
3333,56.440,0
3334,56.456,0
3335,56.472,0
3336,56.488,0
3337,56.504,0
3338,56.518,0
3339,56.534,0
3340,56.549,0
3341,56.563,0
3342,56.579,0
3343,56.595,0
3344,56.611,0
3345,56.629,0
3346,56.646,0
3347,56.663,0
3348,56.679,0
3349,56.695,0
3350,56.713,0
3351,56.730,0
3352,56.747,0
3353,56.765,0
3354,56.780,0
3355,56.795,0
3356,56.811,0
3357,56.828,0
3358,56.844,0
3359,56.862,0
3360,56.879,0
3361,56.896,0
3362,56.915,0
3363,56.931,0
3364,56.949,0
3365,56.968,0
3366,56.986,0
3367,57.004,0
3368,57.026,0
3369,57.048,0
3370,57.065,0
3371,57.083,0
3372,57.099,0
3373,57.117,0
3374,57.138,0
3375,57.155,0
3376,57.175,0
3377,57.194,0
3378,57.215,0
3379,57.234,0
3380,57.252,0
3381,57.272,0
3382,57.290,0
3383,57.308,0
3384,57.328,0
3385,57.345,0
3386,57.364,0
3387,57.384,0
3388,57.403,0
3389,57.422,0
3390,57.441,0
3391,57.462,0
3392,57.482,0
3393,57.501,0
3394,57.519,0
3395,57.538,0
3396,57.558,0
3397,57.576,0
3398,57.595,0
3399,57.613,0
3400,57.632,0
3401,57.651,0
3402,57.671,0
3403,57.690,0
3404,57.709,0
3405,57.728,0
3406,57.748,0
3407,57.769,0
3408,57.787,0
3409,57.805,0
3410,57.823,0
3411,57.844,0
3412,57.862,0
3413,57.880,0
3414,57.900,0
3415,57.919,0
3416,57.937,0
3417,57.957,0
3418,57.977,0
3419,57.997,0
3420,58.015,0
3421,58.032,0
3422,58.051,0
3423,58.069,0
3424,58.085,0
3425,58.102,0
3426,58.119,0
3427,58.138,0
3428,58.158,0
3429,58.176,0
3430,58.194,0
3431,58.211,0
3432,58.229,0
3433,58.247,0
3434,58.265,0
3435,58.280,0
3436,58.297,0
3437,58.314,0
3438,58.330,0
3439,58.346,0
3440,58.363,0
3441,58.382,0
3442,58.400,0
3443,58.418,0
3444,58.434,0
3445,58.450,0
3446,58.468,0
3447,58.484,0
3448,58.502,0
3449,58.520,0
3450,58.536,0
3451,58.551,0
3452,58.567,0
3453,58.582,0
3454,58.598,0
3455,58.615,0
3456,58.633,0
3457,58.649,0
3458,58.666,0
3459,58.683,0
3460,58.702,0
3461,58.718,0
3462,58.736,0
3463,58.752,0
3464,58.769,0
3465,58.785,0
3466,58.801,0
3467,58.817,0
3468,58.832,0
3469,58.848,0
3470,58.866,0
3471,58.883,0
3472,58.902,0
3473,58.918,0
3474,58.935,0
3475,58.953,0
3476,58.969,0
3477,58.988,0
3478,59.005,0
3479,59.022,0
3480,59.038,0
3481,59.054,0
3482,59.071,0
3483,59.088,0
3484,59.105,0
3485,59.122,0
3486,59.142,0
3487,59.159,0
3488,59.176,0
3489,59.194,0
3490,59.212,0
3491,59.231,0
3492,59.250,0
3493,59.268,0
3494,59.285,0
3495,59.303,0
3496,59.322,0
3497,59.342,0
3498,59.362,0
3499,59.382,0
3500,59.403,0
3501,59.424,0
3502,59.443,0
3503,59.463,0
3504,59.484,0
3505,59.504,0
3506,59.526,0
3507,59.545,0
3508,59.566,0
3509,59.585,0
3510,59.606,0
3511,59.629,0
3512,59.648,0
3513,59.670,0
3514,59.690,0
3515,59.711,0
3516,59.733,0
3517,59.754,0
3518,59.774,0
3519,59.791,0
3520,59.810,0
3521,59.830,0
3522,59.848,0
3523,59.866,0
3524,59.886,0
3525,59.907,0
3526,59.926,0
3527,59.948,0
3528,59.968,0
3529,59.989,0
3530,60.009,0
3531,60.028,0
3532,60.048,0
3533,60.067,0
3534,60.087,0
3535,60.106,0
3536,60.126,0
3537,60.147,0
3538,60.170,0
3539,60.189,0
3540,60.209,0
3541,60.230,0
3542,60.251,0
3543,60.273,0
3544,60.293,0
3545,60.311,0
3546,60.329,0
3547,60.348,0
3548,60.367,0
3549,60.387,0
3550,60.409,0
3551,60.429,0
3552,60.448,0
3553,60.467,0
3554,60.489,0
3555,60.513,0
3556,60.531,0
3557,60.549,0
3558,60.569,0
3559,60.588,0
3560,60.608,0
3561,60.627,0
3562,60.647,0
3563,60.666,0
3564,60.685,0
3565,60.705,0
3566,60.724,0
3567,60.743,0
3568,60.762,0
3569,60.780,0
3570,60.801,0
3571,60.821,0
3572,60.840,0
3573,60.858,0
3574,60.878,0
3575,60.896,0
3576,60.914,0
3577,60.933,0
3578,60.954,0
3579,60.973,0
3580,60.992,0
3581,61.013,0
3582,61.030,0
3583,61.048,0
3584,61.067,0
3585,61.084,0
3586,61.104,0
3587,61.124,0
3588,61.142,0
3589,61.161,0
3590,61.181,0
3591,61.199,0
3592,61.219,0
3593,61.239,0
3594,61.257,0
3595,61.276,0
3596,61.294,0
3597,61.313,0
3598,61.331,0
3599,61.349,0
3600,61.369,0
3601,61.390,0
3602,61.410,0
3603,61.431,0
3604,61.450,0
3605,61.473,0
3606,61.494,0
3607,61.515,0
3608,61.535,0
3609,61.552,0
3610,61.572,0
3611,61.591,0
3612,61.610,0
3613,61.630,0
3614,61.651,0
3615,61.672,0
3616,61.692,0
3617,61.712,0
3618,61.732,0
3619,61.756,0
3620,61.775,0
3621,61.794,0
3622,61.815,0
3623,61.835,0
3624,61.857,0
3625,61.878,0
3626,61.898,0
3627,61.920,0
3628,61.943,0
3629,61.965,0
3630,61.995,0
3631,62.019,0
3632,62.042,0
3633,62.061,0
3634,62.080,0
3635,62.102,0
3636,62.121,0
3637,62.139,0
3638,62.159,0
3639,62.178,0
3640,62.196,0
3641,62.215,0
3642,62.235,0
3643,62.255,0
3644,62.273,0
3645,62.290,0
3646,62.308,0
3647,62.324,0
3648,62.341,0
3649,62.359,0
3650,62.376,0
3651,62.393,0
3652,62.411,0
3653,62.428,0
3654,62.446,0
3655,62.465,0
3656,62.482,0
3657,62.500,0
3658,62.516,0
3659,62.533,0
3660,62.549,0
3661,62.566,0
3662,62.582,0
3663,62.598,0
3664,62.616,0
3665,62.634,0
3666,62.652,0
3667,62.669,0
3668,62.687,0
3669,62.706,0
3670,62.725,0
3671,62.742,0
3672,62.759,0
3673,62.776,0
3674,62.793,0
3675,62.810,0
3676,62.826,0
3677,62.843,0
3678,62.860,0
3679,62.877,0
3680,62.894,0
3681,62.911,0
3682,62.928,0
3683,62.946,0
3684,62.964,0
3685,62.980,0
3686,62.997,0
3687,63.016,0
3688,63.034,0
3689,63.053,0
3690,63.069,0
3691,63.084,0
3692,63.103,0
3693,63.121,0
3694,63.138,0
3695,63.157,0
3696,63.175,0
3697,63.192,0
3698,63.210,0
3699,63.228,0
3700,63.246,0
3701,63.264,0
3702,63.280,0
3703,63.297,0
3704,63.313,0
3705,63.329,0
3706,63.347,0
3707,63.365,0
3708,63.383,0
3709,63.403,0
3710,63.421,0
3711,63.440,0
3712,63.458,0
3713,63.476,0
3714,63.494,0
3715,63.512,0
3716,63.530,0
3717,63.547,0
3718,63.564,0
3719,63.582,0
3720,63.601,0
3721,63.621,0
3722,63.639,0
3723,63.657,0
3724,63.675,0
3725,63.694,0
3726,63.713,0
3727,63.731,0
3728,63.751,0
3729,63.768,0
3730,63.784,0
3731,63.803,0
3732,63.821,0
3733,63.838,0
3734,63.856,0
3735,63.875,0
3736,63.893,0
3737,63.912,0
3738,63.928,0
3739,63.946,0
3740,63.962,0
3741,63.981,0
3742,64.000,0
3743,64.019,0
3744,64.033,0
3745,64.050,0
3746,64.066,0
3747,64.084,0
3748,64.101,0
3749,64.116,0
3750,64.133,0
3751,64.150,0
3752,64.168,0
3753,64.187,0
3754,64.204,0
3755,64.222,0
3756,64.241,0
3757,64.260,0
3758,64.275,0
3759,64.292,0
3760,64.308,0
3761,64.325,0
3762,64.341,0
3763,64.358,0
3764,64.375,0
3765,64.394,0
3766,64.412,0
3767,64.428,0
3768,64.444,0
3769,64.461,0
3770,64.478,0
3771,64.494,0
3772,64.510,0
3773,64.526,0
3774,64.542,0
3775,64.561,0
3776,64.577,0
3777,64.595,0
3778,64.611,0
3779,64.627,0
3780,64.644,0
3781,64.662,0
3782,64.679,0
3783,64.697,0
3784,64.714,0
3785,64.731,0
3786,64.749,0
3787,64.767,0
3788,64.783,0
3789,64.797,0
3790,64.814,0
3791,64.830,0
3792,64.845,0
3793,64.861,0
3794,64.877,0
3795,64.894,0
3796,64.909,0
3797,64.926,0
3798,64.943,0
3799,64.962,0
3800,64.979,0
3801,64.998,0
3802,65.014,0
3803,65.029,0
3804,65.044,0
3805,65.059,0
3806,65.077,0
3807,65.091,0
3808,65.107,0
3809,65.122,0
3810,65.141,0
3811,65.158,0
3812,65.173,0
3813,65.188,0
3814,65.205,0
3815,65.221,0
3816,65.237,0
3817,65.255,0
3818,65.271,0
3819,65.285,0
3820,65.301,0
3821,65.315,0
3822,65.331,0
3823,65.346,0
3824,65.363,0
3825,65.380,0
3826,65.396,0
3827,65.412,0
3828,65.428,0
3829,65.444,0
3830,65.461,0
3831,65.477,0
3832,65.494,0
3833,65.511,0
3834,65.527,0
3835,65.541,0
3836,65.558,0
3837,65.576,0
3838,65.594,0
3839,65.611,0
3840,65.629,0
3841,65.645,0
3842,65.662,0
3843,65.679,0
3844,65.697,0
3845,65.715,0
3846,65.736,0
3847,65.753,0
3848,65.770,0
3849,65.789,0
3850,65.806,0
3851,65.824,0
3852,65.841,0
3853,65.861,0
3854,65.879,0
3855,65.899,0
3856,65.918,0
3857,65.936,0
3858,65.956,0
3859,65.977,0
3860,65.998,0
3861,66.015,0
3862,66.035,0
3863,66.053,0
3864,66.071,0
3865,66.088,0
3866,66.107,0
3867,66.128,0
3868,66.146,0
3869,66.165,0
3870,66.188,0
3871,66.207,0
3872,66.228,0
3873,66.251,0
3874,66.270,0
3875,66.288,0
3876,66.307,0
3877,66.326,0
3878,66.344,0
3879,66.364,0
3880,66.385,0
3881,66.405,0
3882,66.426,0
3883,66.448,0
3884,66.469,0
3885,66.491,0
3886,66.514,0
3887,66.535,0
3888,66.555,0
3889,66.575,0
3890,66.595,0
3891,66.615,0
3892,66.635,0
3893,66.660,0
