elapsed_s,err_x_px,err_pitch_px,marker_px,err_x_cm,distance_cm,lateral_thr_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
60.782,-150,-35,36,-12.50,79.19,211.4,1445,1478,-2.72,-2.47,1.4308,3.1826,7.9997,0
60.799,-153,-35,36,-12.75,79.19,211.4,1443,1478,-2.72,-2.47,1.4308,3.1826,7.9997,0
60.816,-155,-34,37,-12.57,77.05,211.0,1445,1478,-2.72,-2.47,1.4308,3.1826,7.9997,0
60.833,0,0,0,0.00,-1.00,0.0,1444,1478,-2.72,-2.47,1.4308,3.1826,7.9997,0
60.850,-159,-35,36,-13.25,79.19,211.4,1452,1478,-2.72,-2.47,1.4308,3.1826,7.9997,0
60.867,0,0,0,0.00,-1.00,0.0,1452,1478,-2.72,-2.47,1.4308,3.1826,7.9997,0
60.885,0,0,0,0.00,-1.00,0.0,1452,1478,-4.03,-2.47,1.4308,3.1826,7.9997,0
60.902,0,0,0,0.00,-1.00,0.0,1451,1478,-4.03,-2.47,1.4308,3.1826,7.9997,0
60.919,0,0,0,0.00,-1.00,0.0,1451,1478,-4.03,-2.47,1.4308,3.1826,7.9997,0
60.936,-171,-35,36,-14.25,79.19,211.4,1453,1478,-4.03,-2.47,1.4308,3.1826,7.9997,0
60.954,-172,-35,36,-14.33,79.19,211.4,1452,1478,-4.03,-2.47,1.3501,3.2581,8.2593,0
60.971,-174,-34,37,-14.11,77.05,211.0,1447,1478,-4.03,-2.47,1.3501,3.2581,8.2593,0
60.988,-174,-34,37,-14.11,77.05,211.0,1452,1478,-4.03,-2.47,1.3501,3.2581,8.2593,0
61.005,0,0,0,0.00,-1.00,0.0,1452,1478,-4.03,-2.47,1.3501,3.2581,8.2593,0
61.022,0,0,0,0.00,-1.00,0.0,1452,1478,-4.03,-2.47,1.3501,3.2581,8.2593,0
61.039,0,0,0,0.00,-1.00,0.0,1452,1478,-4.03,-2.47,1.3501,3.2581,8.2593,0
61.056,0,0,0,0.00,-1.00,0.0,1451,1478,-4.03,-2.47,1.3501,3.2581,8.2593,0
61.073,0,0,0,0.00,-1.00,0.0,1451,1478,-4.03,-2.47,1.3501,3.2581,8.2593,0
61.090,0,0,0,0.00,-1.00,0.0,1451,1478,-4.03,-2.47,1.3501,3.2581,8.2593,0
61.107,0,0,0,0.00,-1.00,0.0,1451,1478,-4.03,-2.47,1.3501,3.2581,8.2593,0
61.124,0,0,0,0.00,-1.00,0.0,1451,1478,-4.57,-2.25,1.3501,3.2581,8.2593,0
61.141,-189,-35,36,-15.75,79.19,211.4,1451,1478,-4.57,-2.25,1.3501,3.2581,8.2593,0
61.158,0,0,0,0.00,-1.00,0.0,1451,1478,-4.57,-2.25,1.3501,3.2581,8.2593,0
61.175,0,0,0,0.00,-1.00,0.0,1451,1478,-4.57,-2.25,1.3501,3.2581,8.2593,0
61.192,-188,-34,37,-15.24,77.05,211.0,1452,1478,-4.57,-2.25,1.4471,3.0421,7.0139,0
61.209,0,0,0,0.00,-1.00,0.0,1452,1478,-4.57,-2.25,1.4471,3.0421,7.0139,0
61.226,0,0,0,0.00,-1.00,0.0,1452,1478,-4.57,-2.25,1.4471,3.0421,7.0139,0
61.243,0,0,0,0.00,-1.00,0.0,1452,1478,-4.57,-2.25,1.4471,3.0421,7.0139,0
61.260,-186,-35,36,-15.50,79.19,211.4,1453,1478,-4.57,-2.25,1.4471,3.0421,7.0139,0
61.277,-186,-34,37,-15.08,77.05,211.0,1454,1478,-4.57,-2.25,1.4471,3.0421,7.0139,0
61.294,-184,-35,36,-15.33,79.19,211.4,1461,1478,-4.57,-2.25,1.4471,3.0421,7.0139,0
61.311,-183,-35,36,-15.25,79.19,211.4,1462,1478,-4.57,-2.25,1.4471,3.0421,7.0139,0
61.328,-181,-35,36,-15.08,79.19,211.4,1466,1478,-4.57,-2.25,1.4471,3.0421,7.0139,0
61.345,-179,-35,36,-14.92,79.19,211.4,1468,1478,-4.57,-2.25,1.4471,3.0421,7.0139,0
61.362,-176,-35,36,-14.67,79.19,211.4,1473,1478,-4.57,-2.25,1.4471,3.0421,7.0139,0
61.379,-174,-34,37,-14.11,77.05,211.0,1472,1478,-4.20,-2.23,1.4471,3.0421,7.0139,0
61.396,-172,-35,36,-14.33,79.19,211.4,1472,1478,-4.20,-2.23,1.4471,3.0421,7.0139,0
61.413,-169,-35,36,-14.08,79.19,211.4,1476,1478,-4.20,-2.23,1.4471,3.0421,7.0139,0
61.430,-167,-34,37,-13.54,77.05,211.0,1475,1478,-4.20,-2.23,1.4471,3.0421,7.0139,0
61.446,-164,-35,36,-13.67,79.19,211.4,1478,1478,-4.20,-2.23,1.7594,3.2763,7.8821,0
61.463,-162,-35,36,-13.50,79.19,211.4,1476,1478,-4.20,-2.23,1.7594,3.2763,7.8821,0
61.480,-160,-35,36,-13.33,79.19,211.4,1476,1478,-4.20,-2.23,1.7594,3.2763,7.8821,0
61.497,-158,-34,37,-12.81,77.05,211.0,1476,1478,-4.20,-2.23,1.7594,3.2763,7.8821,0
61.515,-156,-35,36,-13.00,79.19,211.4,1476,1478,-4.20,-2.23,1.7594,3.2763,7.8821,0
61.532,-154,-34,37,-12.49,77.05,211.0,1476,1478,-4.20,-2.23,1.7594,3.2763,7.8821,0
61.549,-152,-35,36,-12.67,79.19,211.4,1477,1478,-4.20,-2.23,1.7594,3.2763,7.8821,0
61.566,-150,-35,36,-12.50,79.19,211.4,1477,1478,-4.20,-2.23,1.7594,3.2763,7.8821,0
61.583,-148,-35,36,-12.33,79.19,211.4,1477,1478,-4.20,-2.23,1.7594,3.2763,7.8821,0
61.600,-147,-34,37,-11.92,77.05,211.0,1474,1478,-4.20,-2.23,1.7594,3.2763,7.8821,0
61.617,-145,-34,37,-11.76,77.05,211.0,1476,1478,-4.20,-2.23,1.7594,3.2763,7.8821,0
61.635,-143,-34,37,-11.59,77.05,211.0,1478,1478,-3.20,-2.42,1.7594,3.2763,7.8821,0
61.652,-141,-35,36,-11.75,79.19,211.4,1478,1478,-3.20,-2.42,1.7594,3.2763,7.8821,0
61.669,-139,-34,37,-11.27,77.05,211.0,1478,1478,-3.20,-2.42,1.7594,3.2763,7.8821,0
61.686,-137,-34,37,-11.11,77.05,211.0,1478,1478,-3.20,-2.42,2.9059,3.9014,7.0563,0
61.703,-135,-34,37,-10.95,77.05,211.0,1478,1478,-3.20,-2.42,2.9059,3.9014,7.0563,0
61.721,-129,-34,37,-10.46,77.05,211.0,1478,1478,-3.20,-2.42,2.9059,3.9014,7.0563,0
61.737,-125,-34,37,-10.14,77.05,211.0,1478,1478,-3.20,-2.42,2.9059,3.9014,7.0563,0
61.754,-121,-34,37,-9.81,77.05,211.0,1478,1478,-3.20,-2.42,2.9059,3.9014,7.0563,0
61.772,-117,-34,37,-9.49,77.05,211.0,1478,1478,-3.20,-2.42,2.9059,3.9014,7.0563,0
61.789,-113,-34,37,-9.16,77.05,211.0,1500,1478,-3.20,-2.42,2.9059,3.9014,7.0563,0
61.806,-108,-34,37,-8.76,77.05,211.0,1522,1478,-3.20,-2.42,2.9059,3.9014,7.0563,0
61.823,-104,-34,37,-8.43,77.05,211.0,1522,1478,-3.20,-2.42,2.9059,3.9014,7.0563,0
61.840,-99,-34,37,-8.03,77.05,211.0,1522,1478,-3.20,-2.42,2.9059,3.9014,7.0563,0
61.857,-94,-34,37,-7.62,77.05,211.0,1522,1478,-3.20,-2.42,2.9059,3.9014,7.0563,0
61.874,-89,-34,37,-7.22,77.05,211.0,1522,1478,-3.20,-2.42,2.9059,3.9014,7.0563,0
61.891,-84,-34,37,-6.81,77.05,211.0,1522,1478,-2.13,-2.65,2.9059,3.9014,7.0563,0
61.908,-79,-34,37,-6.41,77.05,211.0,1522,1478,-2.13,-2.65,2.9059,3.9014,7.0563,0
61.925,-75,-34,37,-6.08,77.05,211.0,1522,1478,-2.13,-2.65,2.9059,3.9014,7.0563,0
61.942,-70,-34,37,-5.68,77.05,211.0,1522,1478,-2.13,-2.65,1.2801,4.1484,5.8301,0
61.959,-66,-34,37,-5.35,77.05,211.0,1522,1478,-2.13,-2.65,1.2801,4.1484,5.8301,0
61.976,-61,-34,37,-4.95,77.05,211.0,1522,1478,-2.13,-2.65,1.2801,4.1484,5.8301,0
61.993,-57,-34,37,-4.62,77.05,211.0,1522,1478,-2.13,-2.65,1.2801,4.1484,5.8301,0
62.010,-53,-34,37,-4.30,77.05,211.0,1522,1478,-2.13,-2.65,1.2801,4.1484,5.8301,0
62.027,-49,-34,37,-3.97,77.05,211.0,1522,1478,-2.13,-2.65,1.2801,4.1484,5.8301,0
62.044,-45,-34,37,-3.65,77.05,211.0,1522,1478,-2.13,-2.65,1.2801,4.1484,5.8301,0
62.061,-40,-34,37,-3.24,77.05,211.0,1522,1478,-2.13,-2.65,1.2801,4.1484,5.8301,0
62.078,-36,-33,38,-2.84,75.02,210.7,1522,1478,-2.13,-2.65,1.2801,4.1484,5.8301,0
62.095,-31,-33,38,-2.45,75.02,210.7,1524,1478,-2.13,-2.65,1.2801,4.1484,5.8301,0
62.112,-26,-33,38,-2.05,75.02,210.7,1527,1478,-2.13,-2.65,1.2801,4.1484,5.8301,0
62.129,-22,-33,38,-1.74,75.02,210.7,1525,1478,-0.89,-2.29,1.2801,4.1484,5.8301,0
62.146,-17,-33,38,-1.34,75.02,210.7,1528,1478,-0.89,-2.29,1.2801,4.1484,5.8301,0
62.163,-13,-33,38,-1.03,75.02,210.7,1527,1478,-0.89,-2.29,1.2801,4.1484,5.8301,0
62.180,-8,-33,38,-0.63,75.02,210.7,1530,1478,-0.89,-2.29,1.2801,4.1484,5.8301,0
62.197,-3,-33,38,-0.24,75.02,210.7,1533,1478,-0.89,-2.29,2.8644,4.2180,7.0307,0
62.214,2,-33,38,0.16,75.02,210.7,1535,1478,-0.89,-2.29,2.8644,4.2180,7.0307,0
62.231,6,-33,38,0.47,75.02,210.7,1532,1478,-0.89,-2.29,2.8644,4.2180,7.0307,0
62.248,11,-33,38,0.87,75.02,210.7,1535,1478,-0.89,-2.29,2.8644,4.2180,7.0307,0
62.265,16,-33,38,1.26,75.02,210.7,1538,1478,-0.89,-2.29,2.8644,4.2180,7.0307,0
62.282,22,-33,38,1.74,75.02,210.7,1543,1478,-0.89,-2.29,2.8644,4.2180,7.0307,0
62.300,27,-32,39,2.08,73.10,210.3,1543,1478,-0.89,-2.29,2.8644,4.2180,7.0307,0
62.317,33,-32,39,2.54,73.10,210.3,1547,1478,-0.89,-2.29,2.8644,4.2180,7.0307,0
62.334,38,-32,39,2.92,73.10,210.3,1546,1478,-0.89,-2.29,2.8644,4.2180,7.0307,0
62.351,45,-32,39,3.46,73.10,210.3,1553,1478,-0.89,-2.29,2.8644,4.2180,7.0307,0
62.368,51,-32,39,3.92,73.10,210.3,1554,1478,-0.89,-2.29,2.8644,4.2180,7.0307,0
62.386,57,-32,39,4.38,73.10,210.3,1556,1478,1.27,-2.31,2.8644,4.2180,7.0307,0
62.403,63,-32,39,4.85,73.10,210.3,1557,1478,1.27,-2.31,2.8644,4.2180,7.0307,0
62.420,75,-31,40,5.62,71.27,210.0,1581,1478,1.27,-2.31,2.8644,4.2180,7.0307,0
62.437,81,-31,40,6.08,71.27,210.0,1572,1478,1.27,-2.31,3.0384,3.7072,7.9376,0
62.454,86,-31,40,6.45,71.27,210.0,1565,1478,1.27,-2.31,3.0384,3.7072,7.9376,0
62.471,92,-31,40,6.90,71.27,210.0,1565,1478,1.27,-2.31,3.0384,3.7072,7.9376,0
62.488,96,-31,40,7.20,71.27,210.0,1559,1478,1.27,-2.31,3.0384,3.7072,7.9376,0
62.505,102,-31,40,7.65,71.27,210.0,1564,1478,1.27,-2.31,3.0384,3.7072,7.9376,0
62.523,106,-31,40,7.95,71.27,210.0,1559,1478,1.27,-2.31,3.0384,3.7072,7.9376,0
62.540,110,-31,40,8.25,71.27,210.0,1558,1478,1.27,-2.31,3.0384,3.7072,7.9376,0
62.557,114,-30,41,8.34,69.53,209.6,1558,1478,1.27,-2.31,3.0384,3.7072,7.9376,0
62.574,117,-30,41,8.56,69.53,209.6,1554,1478,1.27,-2.31,3.0384,3.7072,7.9376,0
62.591,120,-30,41,8.78,69.53,209.6,1553,1478,1.27,-2.31,3.0384,3.7072,7.9376,0
62.608,124,-30,41,9.07,69.53,209.6,1556,1478,1.27,-2.31,3.0384,3.7072,7.9376,0
62.625,126,-29,42,9.00,67.88,209.3,1551,1478,2.72,-2.04,3.0384,3.7072,7.9376,0
62.642,128,-29,42,9.14,67.88,209.3,1549,1478,2.72,-2.04,3.0384,3.7072,7.9376,0
62.659,130,-29,42,9.29,67.88,209.3,1548,1478,2.72,-2.04,3.0384,3.7072,7.9376,0
62.676,132,-29,42,9.43,67.88,209.3,1547,1478,2.72,-2.04,3.0384,3.7072,7.9376,0
62.693,134,-29,42,9.57,67.88,209.3,1548,1478,2.72,-2.04,1.6410,4.6645,4.5335,0
62.710,135,-29,42,9.64,67.88,209.3,1544,1478,2.72,-2.04,1.6410,4.6645,4.5335,0
62.727,137,-28,43,9.56,66.30,208.9,1546,1478,2.72,-2.04,1.6410,4.6645,4.5335,0
62.744,138,-28,43,9.63,66.30,208.9,1544,1478,2.72,-2.04,1.6410,4.6645,4.5335,0
62.761,139,-28,43,9.70,66.30,208.9,1543,1478,2.72,-2.04,1.6410,4.6645,4.5335,0
62.778,139,-27,44,9.48,64.79,208.6,1539,1478,2.72,-2.04,1.6410,4.6645,4.5335,0
62.794,140,-27,44,9.55,64.79,208.6,1540,1478,2.72,-2.04,1.6410,4.6645,4.5335,0
62.811,141,-27,44,9.61,64.79,208.6,1541,1478,2.72,-2.04,1.6410,4.6645,4.5335,0
62.828,141,-27,44,9.61,64.79,208.6,1538,1478,2.72,-2.04,1.6410,4.6645,4.5335,0
62.845,141,-26,45,9.40,63.35,208.2,1536,1478,2.72,-2.04,1.6410,4.6645,4.5335,0
62.862,142,-26,45,9.47,63.35,208.2,1539,1478,2.72,-2.04,1.6410,4.6645,4.5335,0
62.879,141,-26,45,9.40,63.35,208.2,1533,1478,2.29,-1.10,1.6410,4.6645,4.5335,0
62.896,141,-26,45,9.40,63.35,208.2,1534,1478,2.29,-1.10,1.6410,4.6645,4.5335,0
62.914,141,-26,45,9.40,63.35,208.2,1535,1478,2.29,-1.10,1.6410,4.6645,4.5335,0
62.931,140,-25,46,9.13,61.98,207.9,1531,1478,2.29,-1.10,2.9497,5.1629,7.6162,0
62.948,139,-25,46,9.07,61.98,207.9,1529,1478,2.29,-1.10,2.9497,5.1629,7.6162,0
62.965,138,-25,46,9.00,61.98,207.9,1528,1478,2.29,-1.10,2.9497,5.1629,7.6162,0
62.982,136,-25,46,8.87,61.98,207.9,1523,1478,2.29,-1.10,2.9497,5.1629,7.6162,0
62.998,134,-24,47,8.55,60.66,207.5,1522,1478,2.29,-1.10,2.9497,5.1629,7.6162,0
63.016,133,-24,47,8.49,60.66,207.5,1523,1478,2.29,-1.10,2.9497,5.1629,7.6162,0
63.033,130,-24,47,8.30,60.66,207.5,1522,1478,2.29,-1.10,2.9497,5.1629,7.6162,0
63.050,128,-24,47,8.17,60.66,207.5,1522,1478,2.29,-1.10,2.9497,5.1629,7.6162,0
63.067,126,-23,48,7.88,59.39,207.2,1522,1478,2.29,-1.10,2.9497,5.1629,7.6162,0
63.087,120,-23,48,7.50,59.39,207.2,1522,1478,2.29,-1.10,2.9497,5.1629,7.6162,0
63.104,117,-23,48,7.31,59.39,207.2,1522,1478,2.29,-1.10,2.9497,5.1629,7.6162,0
63.121,113,-22,49,6.92,58.18,206.8,1522,1478,1.57,-0.24,2.9497,5.1629,7.6162,0
63.138,109,-22,49,6.67,58.18,206.8,1500,1478,1.57,-0.24,2.9497,5.1629,7.6162,0
63.155,106,-22,49,6.49,58.18,206.8,1522,1478,1.57,-0.24,2.9497,5.1629,7.6162,0
63.172,101,-22,49,6.18,58.18,206.8,1478,1478,1.57,-0.24,2.9497,5.1629,7.6162,0
63.189,97,-22,49,5.94,58.18,206.8,1478,1478,1.57,-0.24,3.1654,3.7562,9.0241,0
63.206,93,-21,50,5.58,57.02,206.5,1478,1478,1.57,-0.24,3.1654,3.7562,9.0241,0
63.223,88,-21,50,5.28,57.02,206.5,1478,1478,1.57,-0.24,3.1654,3.7562,9.0241,0
63.240,83,-21,50,4.98,57.02,206.5,1478,1478,1.57,-0.24,3.1654,3.7562,9.0241,0
63.257,78,-21,50,4.68,57.02,206.5,1478,1478,1.57,-0.24,3.1654,3.7562,9.0241,0
63.274,72,-20,51,4.24,55.90,206.1,1478,1478,1.57,-0.24,3.1654,3.7562,9.0241,0
63.291,66,-20,51,3.88,55.90,206.1,1477,1478,1.57,-0.24,3.1654,3.7562,9.0241,0
63.308,60,-20,51,3.53,55.90,206.1,1474,1478,1.57,-0.24,3.1654,3.7562,9.0241,0
63.325,54,-20,51,3.18,55.90,206.1,1472,1478,1.57,-0.24,3.1654,3.7562,9.0241,0
63.342,48,-20,51,2.82,55.90,206.1,1471,1478,1.57,-0.24,3.1654,3.7562,9.0241,0
63.359,41,-20,51,2.41,55.90,206.1,1465,1478,1.57,-0.24,3.1654,3.7562,9.0241,0
63.376,34,-19,52,1.96,54.83,205.8,1477,1478,0.56,-0.71,3.1654,3.7562,9.0241,1
63.393,28,-19,52,1.62,54.83,205.8,1478,1478,0.56,-0.71,3.1654,3.7562,9.0241,1
63.410,21,-19,52,1.21,54.83,205.8,1476,1478,0.56,-0.71,3.1654,3.7562,9.0241,1
63.427,15,-19,52,0.87,54.83,205.8,1476,1478,0.56,-0.71,3.1654,3.7562,9.0241,1
63.444,8,-19,52,0.46,54.83,205.8,1473,1478,0.56,-0.71,2.8032,4.0319,7.0952,1
63.461,1,-18,53,0.06,53.79,205.4,1472,1478,0.56,-0.71,2.8032,4.0319,7.0952,1
63.478,-5,-18,53,-0.28,53.79,205.4,1473,1478,0.56,-0.71,2.8032,4.0319,7.0952,1
63.495,-12,-18,53,-0.68,53.79,205.4,1470,1478,0.56,-0.71,2.8032,4.0319,7.0952,1
63.512,-19,-18,53,-1.08,53.79,205.4,1469,1478,0.56,-0.71,2.8032,4.0319,7.0952,1
63.529,-26,-18,53,-1.47,53.79,205.4,1467,1478,0.56,-0.71,2.8032,4.0319,7.0952,1
63.546,-33,-17,54,-1.83,52.79,205.1,1466,1478,0.56,-0.71,2.8032,4.0319,7.0952,1
63.563,-40,-17,54,-2.22,52.79,205.1,1465,1478,0.56,-0.71,2.8032,4.0319,7.0952,1
63.580,-48,-17,54,-2.67,52.79,205.1,1462,1478,0.56,-0.71,2.8032,4.0319,7.0952,1
63.597,-55,-17,54,-3.06,52.79,205.1,1462,1478,0.56,-0.71,2.8032,4.0319,7.0952,1
63.614,-62,-17,54,-3.44,52.79,205.1,1461,1478,0.56,-0.71,2.8032,4.0319,7.0952,1
63.631,-70,-16,55,-3.82,51.83,204.8,1458,1478,-0.90,-0.63,2.8032,4.0319,7.0952,1
63.648,-78,-16,55,-4.25,51.83,204.8,1456,1478,-0.90,-0.63,2.8032,4.0319,7.0952,1
63.665,-86,-16,55,-4.69,51.83,204.8,1454,1478,-0.90,-0.63,2.8032,4.0319,7.0952,1
63.682,-94,-16,55,-5.13,51.83,204.8,1453,1478,-0.90,-0.63,3.2124,4.4977,7.0480,1
63.699,-102,-16,55,-5.56,51.83,204.8,1452,1478,-0.90,-0.63,3.2124,4.4977,7.0480,1
63.717,-110,-16,55,-6.00,51.83,204.8,1451,1478,-0.90,-0.63,3.2124,4.4977,7.0480,1
63.734,-119,-15,56,-6.38,50.91,204.4,1448,1478,-0.90,-0.63,3.2124,4.4977,7.0480,1
63.753,-127,-15,56,-6.80,50.91,204.4,1449,1478,-0.90,-0.63,3.2124,4.4977,7.0480,1
63.770,-143,-15,56,-7.66,50.91,204.4,1440,1478,-0.90,-0.63,3.2124,4.4977,7.0480,1
63.787,-151,-15,56,-8.09,50.91,204.4,1440,1478,-0.90,-0.63,3.2124,4.4977,7.0480,1
63.804,-158,-15,56,-8.46,50.91,204.4,1441,1478,-0.90,-0.63,3.2124,4.4977,7.0480,1
63.821,-166,-14,57,-8.74,50.02,204.0,1441,1500,-0.90,-0.63,3.2124,4.4977,7.0480,1
63.838,-173,-14,57,-9.11,50.02,204.0,1442,1478,-0.90,-0.63,3.2124,4.4977,7.0480,1
63.855,-180,-14,57,-9.47,50.02,204.0,1443,1478,-0.90,-0.63,3.2124,4.4977,7.0480,1
63.872,-187,-14,57,-9.84,50.02,204.0,1442,1478,-3.07,-0.86,3.2124,4.4977,7.0480,1
63.889,-193,-14,57,-10.16,50.02,204.0,1444,1478,-3.07,-0.86,3.2124,4.4977,7.0480,1
63.906,-199,-13,58,-10.29,49.15,203.7,1444,1500,-3.07,-0.86,3.2124,4.4977,7.0480,1
63.923,-206,-13,58,-10.66,49.15,203.7,1402,1478,-3.07,-0.86,3.2124,4.4977,7.0480,0
63.939,-212,-13,58,-10.97,49.15,203.7,1403,1478,-3.07,-0.86,3.2124,3.2504,8.1409,0
63.956,-217,-13,58,-11.22,49.15,203.7,1406,1478,-3.07,-0.86,3.2124,3.2504,8.1409,0
63.973,-223,-13,58,-11.53,49.15,203.7,1403,1478,-3.07,-0.86,3.2124,3.2504,8.1409,0
63.990,-228,-13,58,-11.79,49.15,203.7,1405,1478,-3.07,-0.86,3.2124,3.2504,8.1409,0
64.007,-234,-12,59,-11.90,48.32,203.3,1402,1500,-3.07,-0.86,3.2124,3.2504,8.1409,0
64.024,-239,-12,59,-12.15,48.32,203.3,1403,1478,-3.07,-0.86,3.2124,3.2504,8.1409,0
64.041,-244,-12,59,-12.41,48.32,203.3,1403,1478,-3.07,-0.86,3.2124,3.2504,8.1409,0
64.058,-249,-12,59,-12.66,48.32,203.3,1402,1478,-3.07,-0.86,3.2124,3.2504,8.1409,0
64.075,-253,-12,59,-12.86,48.32,203.3,1405,1478,-3.07,-0.86,3.2124,3.2504,8.1409,0
64.092,-257,-11,60,-12.85,47.52,203.0,1406,1500,-3.07,-0.86,3.2124,3.2504,8.1409,0
64.109,-260,-11,60,-13.00,47.52,203.0,1410,1478,-3.07,-0.86,3.2124,3.2504,8.1409,0
64.126,-263,-11,60,-13.15,47.52,203.0,1411,1478,-4.96,-1.27,3.2124,3.2504,8.1409,0
64.143,-265,-11,60,-13.25,47.52,203.0,1415,1478,-4.96,-1.27,3.2124,3.2504,8.1409,0
64.160,-267,-10,61,-13.13,46.74,202.6,1417,1500,-4.96,-1.27,3.2124,3.2504,8.1409,0
64.177,-269,-10,61,-13.23,46.74,202.6,1418,1478,-4.96,-1.27,3.2124,3.2504,8.1409,0
64.195,-270,-10,61,-13.28,46.74,202.6,1422,1478,-4.96,-1.27,3.5527,3.3925,7.5942,0
64.212,-270,-10,61,-13.28,46.74,202.6,1427,1478,-4.96,-1.27,3.5527,3.3925,7.5942,0
64.229,-271,-10,61,-13.33,46.74,202.6,1426,1478,-4.96,-1.27,3.5527,3.3925,7.5942,0
64.246,-270,-10,61,-13.28,46.74,202.6,1433,1478,-4.96,-1.27,3.5527,3.3925,7.5942,0
64.263,-270,-10,61,-13.28,46.74,202.6,1433,1478,-4.96,-1.27,3.5527,3.3925,7.5942,0
64.280,-269,-10,61,-13.23,46.74,202.6,1437,1478,-4.96,-1.27,3.5527,3.3925,7.5942,0
64.297,-268,-9,62,-12.97,45.98,202.3,1439,1500,-4.96,-1.27,3.5527,3.3925,7.5942,0
64.314,-267,-9,62,-12.92,45.98,202.3,1440,1478,-4.96,-1.27,3.5527,3.3925,7.5942,0
64.331,-266,-9,62,-12.87,45.98,202.3,1441,1478,-4.96,-1.27,3.5527,3.3925,7.5942,0
64.348,-264,-9,62,-12.77,45.98,202.3,1445,1478,-4.96,-1.27,3.5527,3.3925,7.5942,0
64.365,-260,-9,62,-12.58,45.98,202.3,1455,1478,-4.96,-1.27,3.5527,3.3925,7.5942,0
64.383,-257,-10,61,-12.64,46.74,202.6,1456,1478,-4.33,-1.14,3.5527,3.3925,7.5942,0
64.400,-255,-9,62,-12.34,45.98,202.3,1453,1478,-4.33,-1.14,3.5527,3.3925,7.5942,0
64.417,-251,-9,62,-12.15,45.98,202.3,1460,1478,-4.33,-1.14,3.5527,3.3925,7.5942,0
64.434,-247,-9,62,-11.95,45.98,202.3,1464,1478,-4.33,-1.14,2.6677,4.1385,8.1865,0
64.452,-243,-9,62,-11.76,45.98,202.3,1466,1478,-4.33,-1.14,2.6677,4.1385,8.1865,0
64.470,-233,-8,63,-11.10,45.25,201.9,1478,1500,-4.33,-1.14,2.6677,4.1385,8.1865,0
64.487,-227,-8,63,-10.81,45.25,201.9,1478,1478,-4.33,-1.14,2.6677,4.1385,8.1865,0
64.504,-221,-8,63,-10.52,45.25,201.9,1478,1478,-4.33,-1.14,2.6677,4.1385,8.1865,0
64.521,-214,-8,63,-10.19,45.25,201.9,1478,1478,-4.33,-1.14,2.6677,4.1385,8.1865,0
64.538,-208,-8,63,-9.90,45.25,201.9,1478,1478,-4.33,-1.14,2.6677,4.1385,8.1865,0
64.555,-204,-7,64,-9.56,44.55,201.6,1478,1500,-4.33,-1.14,2.6677,4.1385,8.1865,0
64.572,-196,-7,64,-9.19,44.55,201.6,1478,1500,-4.33,-1.14,2.6677,4.1385,8.1865,1
64.589,-190,-7,64,-8.91,44.55,201.6,1478,1500,-4.33,-1.14,2.6677,4.1385,8.1865,1
64.606,-182,-7,64,-8.53,44.55,201.6,1522,1478,-4.33,-1.14,2.6677,4.1385,8.1865,1
64.623,-175,-7,64,-8.20,44.55,201.6,1522,1478,-2.47,-0.80,2.6677,4.1385,8.1865,1
64.640,-175,-7,64,-8.20,44.55,201.6,1478,1478,-2.47,-0.80,2.6677,4.1385,8.1865,1
64.657,-175,-7,64,-8.20,44.55,201.6,1478,1478,-2.47,-0.80,2.6677,4.1385,8.1865,1
64.674,-152,-6,65,-7.02,43.86,201.2,1528,1500,-2.47,-0.80,2.6677,4.1385,8.1865,1
64.691,-144,-5,66,-6.55,43.20,200.9,1522,1522,-2.47,-0.80,1.4322,3.5874,7.6748,1
64.708,-137,-5,66,-6.23,43.20,200.9,1522,1500,-2.47,-0.80,1.4322,3.5874,7.6748,1
64.725,-129,-5,66,-5.86,43.20,200.9,1522,1500,-2.47,-0.80,1.4322,3.5874,7.6748,1
64.742,-122,-5,66,-5.55,43.20,200.9,1522,1500,-2.47,-0.80,1.4322,3.5874,7.6748,1
64.759,-116,-4,67,-5.19,42.55,200.5,1522,1522,-2.47,-0.80,1.4322,3.5874,7.6748,1
64.776,-109,-4,67,-4.88,42.55,200.5,1522,1500,-2.47,-0.80,1.4322,3.5874,7.6748,1
64.793,-103,-4,67,-4.61,42.55,200.5,1522,1500,-2.47,-0.80,1.4322,3.5874,7.6748,1
64.810,-97,-4,67,-4.34,42.55,200.5,1522,1500,-2.47,-0.80,1.4322,3.5874,7.6748,1
64.827,-90,-3,68,-3.97,41.92,200.2,1522,1522,-2.47,-0.80,1.4322,3.5874,7.6748,1
64.844,-84,-3,68,-3.71,41.92,200.2,1522,1500,-2.47,-0.80,1.4322,3.5874,7.6748,1
64.861,-77,-2,69,-3.35,41.32,199.8,1522,1522,-2.47,-0.80,1.4322,3.5874,7.6748,1
64.878,-71,-2,69,-3.09,41.32,199.8,1522,1500,-1.99,-0.56,1.4322,3.5874,7.6748,1
64.895,-65,-2,69,-2.83,41.32,199.8,1522,1500,-1.99,-0.56,1.4322,3.5874,7.6748,1
64.912,-59,-1,70,-2.53,40.73,199.5,1522,1522,-1.99,-0.56,1.4322,3.5874,7.6748,1
64.929,-52,-1,70,-2.23,40.73,199.5,1522,1500,-1.99,-0.56,1.4322,3.5874,7.6748,1
